역명,날짜,광역_수송실적인원,ITX-청춘_수송실적인원
남춘천,2019년 11월 20일,3422,2001
남춘천,2019년 11월 21일,4327,2183
남춘천,2019년 11월 22일,5807,2348
남춘천,2019년 11월 23일,5330,3345
남춘천,2019년 11월 24일,3778,2791
남춘천,2019년 11월 25일,3735,1844
남춘천,2019년 11월 26일,3497,2145
남춘천,2019년 11월 27일,4316,2219
남춘천,2019년 11월 28일,4083,2484
남춘천,2019년 11월 29일,4893,3174
남춘천,2019년 11월 30일,4650,4318
춘천,2019년 11월 01일,3756,2751
춘천,2019년 11월 02일,4575,3772
춘천,2019년 11월 03일,4063,3540
춘천,2019년 11월 04일,3009,2034
춘천,2019년 11월 05일,3085,1879
춘천,2019년 11월 06일,2597,1879
춘천,2019년 11월 07일,3265,2041
춘천,2019년 11월 08일,3598,2663
춘천,2019년 11월 09일,3962,3724
춘천,2019년 11월 10일,2976,3305
춘천,2019년 11월 11일,2537,1914
춘천,2019년 11월 12일,2839,1828
춘천,2019년 11월 13일,2253,1813
춘천,2019년 11월 14일,2998,2104
춘천,2019년 11월 15일,3289,2559
춘천,2019년 11월 16일,3227,3406
춘천,2019년 11월 17일,2395,2783
춘천,2019년 11월 18일,2432,1852
춘천,2019년 11월 19일,2362,1684
춘천,2019년 11월 20일,2293,1517
춘천,2019년 11월 21일,2881,1580
춘천,2019년 11월 22일,3364,1993
춘천,2019년 11월 23일,3288,2663
춘천,2019년 11월 24일,2665,2253
춘천,2019년 11월 25일,2437,1520
춘천,2019년 11월 26일,2616,1700
춘천,2019년 11월 27일,2382,1760
춘천,2019년 11월 28일,3010,1985
춘천,2019년 11월 29일,3018,2472
춘천,2019년 11월 30일,2967,3422
남춘천,2019년 12월 01일,3412,3235
남춘천,2019년 12월 02일,4327,2244
남춘천,2019년 12월 03일,3331,2082
남춘천,2019년 12월 04일,3445,2171
남춘천,2019년 12월 05일,3842,2396
남춘천,2019년 12월 06일,4291,3086
남춘천,2019년 12월 07일,4939,4268
남춘천,2019년 12월 08일,3490,3474
남춘천,2019년 12월 09일,3600,2164
남춘천,2019년 12월 10일,3376,2197
남춘천,2019년 12월 11일,3434,2180
남춘천,2019년 12월 12일,4744,2457
남춘천,2019년 12월 13일,4484,3006
남춘천,2019년 12월 14일,4943,4500
남춘천,2019년 12월 15일,3702,3442
남춘천,2019년 12월 16일,3953,2482
남춘천,2019년 12월 17일,3710,2194
남춘천,2019년 12월 18일,3695,2344
남춘천,2019년 12월 19일,4087,2555
남춘천,2019년 12월 20일,4975,3151
남춘천,2019년 12월 21일,5168,4294
남춘천,2019년 12월 22일,4245,3525
남춘천,2019년 12월 23일,3925,2497
남춘천,2019년 12월 24일,4176,2829
남춘천,2019년 12월 25일,4028,3297
남춘천,2019년 12월 26일,3913,2475
남춘천,2019년 12월 27일,4774,2709
남춘천,2019년 12월 28일,4416,3871
남춘천,2019년 12월 29일,3394,3328
남춘천,2019년 12월 30일,3869,2464
남춘천,2019년 12월 31일,3943,2585
춘천,2019년 12월 01일,2262,2539
춘천,2019년 12월 02일,2471,1763
춘천,2019년 12월 03일,1981,1596
춘천,2019년 12월 04일,2283,1602
춘천,2019년 12월 05일,2283,1755
춘천,2019년 12월 06일,2470,2284
춘천,2019년 12월 07일,2471,3058
춘천,2019년 12월 08일,2241,2403
춘천,2019년 12월 09일,2269,1815
춘천,2019년 12월 10일,2358,1613
춘천,2019년 12월 11일,2326,1797
춘천,2019년 12월 12일,2461,1885
춘천,2019년 12월 13일,2674,2431
춘천,2019년 12월 14일,3022,3169
춘천,2019년 12월 15일,2441,2765
춘천,2019년 12월 16일,2054,1758
춘천,2019년 12월 17일,1785,1690
춘천,2019년 12월 18일,1949,1600
춘천,2019년 12월 19일,1937,1685
춘천,2019년 12월 20일,2429,2264
춘천,2019년 12월 21일,2815,2870
춘천,2019년 12월 22일,2339,2577
춘천,2019년 12월 23일,2131,1877
춘천,2019년 12월 24일,2443,2214
춘천,2019년 12월 25일,2658,2828
춘천,2019년 12월 26일,2017,1877
춘천,2019년 12월 27일,2445,2214
춘천,2019년 12월 28일,2706,2816
춘천,2019년 12월 29일,2213,2500
춘천,2019년 12월 30일,2112,1974
춘천,2019년 12월 31일,2154,2072
남춘천,2020년 01월 01일,2888,2960
남춘천,2020년 01월 02일,3899,2301
남춘천,2020년 01월 03일,3951,2558
남춘천,2020년 01월 04일,4189,3482
남춘천,2020년 01월 05일,3339,3212
남춘천,2020년 01월 06일,3491,2223
남춘천,2020년 01월 07일,3444,2043
남춘천,2020년 01월 08일,3515,2151
남춘천,2020년 01월 09일,3572,2217
남춘천,2020년 01월 10일,4024,2699
남춘천,2020년 01월 11일,4576,3652
남춘천,2020년 01월 12일,4478,3172
남춘천,2020년 01월 13일,3650,2156
남춘천,2020년 01월 14일,3348,2047
남춘천,2020년 01월 15일,3497,2094
남춘천,2020년 01월 16일,3417,2175
남춘천,2020년 01월 17일,4831,2675
남춘천,2020년 01월 18일,4167,3696
남춘천,2020년 01월 19일,3425,2976
남춘천,2020년 01월 20일,3446,2185
남춘천,2020년 01월 21일,3267,2144
남춘천,2020년 01월 22일,3797,2216
남춘천,2020년 01월 23일,3817,2666
남춘천,2020년 01월 24일,3104,2246
남춘천,2020년 01월 25일,3177,3832
남춘천,2020년 01월 26일,3055,3880
남춘천,2020년 01월 27일,3527,3864
남춘천,2020년 01월 28일,3115,2174
남춘천,2020년 01월 29일,2825,1833
남춘천,2020년 01월 30일,2932,1885
남춘천,2020년 01월 31일,3579,2307
춘천,2020년 01월 01일,2139,2284
춘천,2020년 01월 02일,1923,1660
춘천,2020년 01월 03일,2183,1985
춘천,2020년 01월 04일,2600,2762
춘천,2020년 01월 05일,2252,2391
춘천,2020년 01월 06일,1846,1598
춘천,2020년 01월 07일,1468,1420
춘천,2020년 01월 08일,1743,1559
춘천,2020년 01월 09일,2105,1657
춘천,2020년 01월 10일,2293,2157
춘천,2020년 01월 11일,2962,3191
춘천,2020년 01월 12일,2391,2548
춘천,2020년 01월 13일,1921,1636
춘천,2020년 01월 14일,1809,1629
춘천,2020년 01월 15일,1759,1700
춘천,2020년 01월 16일,1981,1666
춘천,2020년 01월 17일,2253,2145
춘천,2020년 01월 18일,2367,2859
춘천,2020년 01월 19일,1967,2243
춘천,2020년 01월 20일,1781,1676
춘천,2020년 01월 21일,1847,1499
춘천,2020년 01월 22일,1673,1551
춘천,2020년 01월 23일,2070,1769
춘천,2020년 01월 24일,1975,1676
춘천,2020년 01월 25일,2566,3089
춘천,2020년 01월 26일,2724,3350
춘천,2020년 01월 27일,2450,2782
춘천,2020년 01월 28일,1773,1545
춘천,2020년 01월 29일,1684,1373
춘천,2020년 01월 30일,1632,1346
춘천,2020년 01월 31일,1862,1724
남춘천,2020년 02월 01일,3013,2470
남춘천,2020년 02월 02일,2917,2180
남춘천,2020년 02월 03일,2933,1726
남춘천,2020년 02월 04일,2753,1613
남춘천,2020년 02월 05일,2470,1571
남춘천,2020년 02월 06일,2402,1555
남춘천,2020년 02월 07일,3319,1912
남춘천,2020년 02월 08일,2923,2334
남춘천,2020년 02월 09일,2389,2319
남춘천,2020년 02월 10일,2879,1774
남춘천,2020년 02월 11일,2969,1741
남춘천,2020년 02월 12일,2898,1704
남춘천,2020년 02월 13일,3012,1721
남춘천,2020년 02월 14일,3505,2361
남춘천,2020년 02월 15일,3383,2841
남춘천,2020년 02월 16일,2714,2644
남춘천,2020년 02월 17일,3588,1969
남춘천,2020년 02월 18일,2942,1771
남춘천,2020년 02월 19일,2947,1789
남춘천,2020년 02월 20일,2960,1787
남춘천,2020년 02월 21일,3145,2138
남춘천,2020년 02월 22일,2590,2067
남춘천,2020년 02월 23일,1547,1817
남춘천,2020년 02월 24일,1898,1348
남춘천,2020년 02월 25일,1443,1061
남춘천,2020년 02월 26일,1703,1060
남춘천,2020년 02월 27일,1661,1086
남춘천,2020년 02월 28일,1634,1266
남춘천,2020년 02월 29일,1353,1003
춘천,2020년 02월 01일,1635,1737
춘천,2020년 02월 02일,1507,1562
춘천,2020년 02월 03일,1527,1323
춘천,2020년 02월 04일,1388,1124
춘천,2020년 02월 05일,1264,1123
춘천,2020년 02월 06일,1223,1090
춘천,2020년 02월 07일,1512,1502
춘천,2020년 02월 08일,1606,1687
춘천,2020년 02월 09일,1544,1501
춘천,2020년 02월 10일,1592,1310
춘천,2020년 02월 11일,1634,1238
춘천,2020년 02월 12일,1399,1158
춘천,2020년 02월 13일,1633,1311
춘천,2020년 02월 14일,1879,1787
춘천,2020년 02월 15일,2021,2148
춘천,2020년 02월 16일,1801,1914
춘천,2020년 02월 17일,1813,1532
춘천,2020년 02월 18일,1571,1247
춘천,2020년 02월 19일,1604,1363
춘천,2020년 02월 20일,1504,1373
춘천,2020년 02월 21일,1532,1459
춘천,2020년 02월 22일,1168,1203
춘천,2020년 02월 23일,1001,1051
춘천,2020년 02월 24일,1041,882
춘천,2020년 02월 25일,780,765
춘천,2020년 02월 26일,929,845
춘천,2020년 02월 27일,864,741
춘천,2020년 02월 28일,883,823
춘천,2020년 02월 29일,778,540
남춘천,2020년 03월 01일,1200,1133
남춘천,2020년 03월 02일,1772,1078
남춘천,2020년 03월 03일,1608,968
남춘천,2020년 03월 04일,1566,1051
남춘천,2020년 03월 05일,1634,1036
남춘천,2020년 03월 06일,1896,1360
남춘천,2020년 03월 07일,1729,1180
남춘천,2020년 03월 08일,1514,1368
남춘천,2020년 03월 09일,1969,1246
남춘천,2020년 03월 10일,1646,1086
남춘천,2020년 03월 11일,1845,1117
남춘천,2020년 03월 12일,1865,1183
남춘천,2020년 03월 13일,1999,1435
남춘천,2020년 03월 14일,1759,1291
남춘천,2020년 03월 15일,1634,1488
남춘천,2020년 03월 16일,1955,1267
남춘천,2020년 03월 17일,1896,1098
남춘천,2020년 03월 18일,1895,1174
남춘천,2020년 03월 19일,1747,1113
남춘천,2020년 03월 20일,2344,1610
남춘천,2020년 03월 21일,2066,1496
남춘천,2020년 03월 22일,2153,1641
남춘천,2020년 03월 23일,2042,1367
남춘천,2020년 03월 24일,1954,1129
남춘천,2020년 03월 25일,2087,1163
남춘천,2020년 03월 26일,2020,1218
남춘천,2020년 03월 27일,2520,1580
남춘천,2020년 03월 28일,2109,1513
남춘천,2020년 03월 29일,1760,1620
남춘천,2020년 03월 30일,2146,1334
남춘천,2020년 03월 31일,1959,1159
춘천,2020년 03월 01일,734,629
춘천,2020년 03월 02일,925,739
춘천,2020년 03월 03일,806,660
춘천,2020년 03월 04일,774,701
춘천,2020년 03월 05일,774,677
춘천,2020년 03월 06일,1023,915
춘천,2020년 03월 07일,1016,724
춘천,2020년 03월 08일,1099,892
춘천,2020년 03월 09일,989,796
춘천,2020년 03월 10일,863,683
춘천,2020년 03월 11일,964,775
춘천,2020년 03월 12일,1022,774
춘천,2020년 03월 13일,1101,979
춘천,2020년 03월 14일,1215,833
춘천,2020년 03월 15일,1042,883
춘천,2020년 03월 16일,970,792
춘천,2020년 03월 17일,945,729
춘천,2020년 03월 18일,1061,794
춘천,2020년 03월 19일,810,748
춘천,2020년 03월 20일,1368,1067
춘천,2020년 03월 21일,1286,953
춘천,2020년 03월 22일,1288,1065
춘천,2020년 03월 23일,1068,816
춘천,2020년 03월 24일,1055,816
춘천,2020년 03월 25일,1128,796
춘천,2020년 03월 26일,986,822
춘천,2020년 03월 27일,1202,1043
춘천,2020년 03월 28일,1308,937
춘천,2020년 03월 29일,1271,1036
춘천,2020년 03월 30일,1104,844
춘천,2020년 03월 31일,1027,768
남춘천,2020년 04월 01일,1876,1170
남춘천,2020년 04월 02일,2111,1183
남춘천,2020년 04월 03일,2469,1554
남춘천,2020년 04월 04일,2063,1485
남춘천,2020년 04월 05일,1768,1775
남춘천,2020년 04월 06일,2210,1393
남춘천,2020년 04월 07일,2348,1175
남춘천,2020년 04월 08일,1959,1243
남춘천,2020년 04월 09일,2075,1272
남춘천,2020년 04월 10일,2507,1765
남춘천,2020년 04월 11일,2263,1719
남춘천,2020년 04월 12일,2180,2018
남춘천,2020년 04월 13일,2312,1449
남춘천,2020년 04월 14일,2339,1498
남춘천,2020년 04월 15일,2095,1315
남춘천,2020년 04월 16일,2230,1414
남춘천,2020년 04월 17일,2461,1689
남춘천,2020년 04월 18일,2626,1842
남춘천,2020년 04월 19일,2124,1974
남춘천,2020년 04월 20일,2301,1558
남춘천,2020년 04월 21일,2167,1321
남춘천,2020년 04월 22일,2457,1373
남춘천,2020년 04월 23일,2212,1393
남춘천,2020년 04월 24일,2729,1968
남춘천,2020년 04월 25일,2899,2149
남춘천,2020년 04월 26일,2608,2129
남춘천,2020년 04월 27일,2906,1701
남춘천,2020년 04월 28일,2441,1535
남춘천,2020년 04월 29일,2890,1961
남춘천,2020년 04월 30일,3076,1980
춘천,2020년 04월 01일,1069,727
춘천,2020년 04월 02일,1093,810
춘천,2020년 04월 03일,1309,1041
춘천,2020년 04월 04일,1367,1064
춘천,2020년 04월 05일,1298,1060
춘천,2020년 04월 06일,1082,889
춘천,2020년 04월 07일,1094,751
춘천,2020년 04월 08일,1089,781
춘천,2020년 04월 09일,1088,833
춘천,2020년 04월 10일,1355,1132
춘천,2020년 04월 11일,1621,1153
춘천,2020년 04월 12일,1393,1179
춘천,2020년 04월 13일,1218,921
춘천,2020년 04월 14일,1240,930
춘천,2020년 04월 15일,1563,966
춘천,2020년 04월 16일,1167,892
춘천,2020년 04월 17일,1211,1041
춘천,2020년 04월 18일,1878,1206
춘천,2020년 04월 19일,1450,1192
춘천,2020년 04월 20일,1114,911
춘천,2020년 04월 21일,1171,878
춘천,2020년 04월 22일,1142,875
춘천,2020년 04월 23일,1207,949
춘천,2020년 04월 24일,1470,1276
춘천,2020년 04월 25일,1945,1391
춘천,2020년 04월 26일,1900,1380
춘천,2020년 04월 27일,1388,1015
춘천,2020년 04월 28일,1409,1012
춘천,2020년 04월 29일,1572,1288
춘천,2020년 04월 30일,2817,1738
남춘천,2020년 05월 01일,3263,2128
남춘천,2020년 05월 02일,3674,2563
남춘천,2020년 05월 03일,2550,2670
남춘천,2020년 05월 04일,2666,2025
남춘천,2020년 05월 05일,2527,2183
남춘천,2020년 05월 06일,2662,1713
남춘천,2020년 05월 07일,3416,1698
남춘천,2020년 05월 08일,3283,2381
남춘천,2020년 05월 09일,2431,2228
남춘천,2020년 05월 10일,2660,2660
남춘천,2020년 05월 11일,2701,1723
남춘천,2020년 05월 12일,2977,1565
남춘천,2020년 05월 13일,2516,1525
남춘천,2020년 05월 14일,2594,1518
남춘천,2020년 05월 15일,2821,2130
남춘천,2020년 05월 16일,2837,2038
남춘천,2020년 05월 17일,3164,2299
남춘천,2020년 05월 18일,2401,1606
남춘천,2020년 05월 19일,2230,1491
남춘천,2020년 05월 20일,2562,1463
남춘천,2020년 05월 21일,2782,1672
남춘천,2020년 05월 22일,3618,2177
남춘천,2020년 05월 23일,3173,2420
남춘천,2020년 05월 24일,2249,2223
남춘천,2020년 05월 25일,2556,1806
남춘천,2020년 05월 26일,2461,1554
남춘천,2020년 05월 27일,3278,1670
남춘천,2020년 05월 28일,2687,1645
남춘천,2020년 05월 29일,3057,2054
남춘천,2020년 05월 30일,3137,2388
남춘천,2020년 05월 31일,2501,2331
춘천,2020년 05월 01일,2813,1864
춘천,2020년 05월 02일,2412,1965
춘천,2020년 05월 03일,2047,2055
춘천,2020년 05월 04일,1727,1517
춘천,2020년 05월 05일,2067,1766
춘천,2020년 05월 06일,1558,1097
춘천,2020년 05월 07일,1584,1140
춘천,2020년 05월 08일,1833,1776
춘천,2020년 05월 09일,1384,1336
춘천,2020년 05월 10일,1852,1657
춘천,2020년 05월 11일,1547,1208
춘천,2020년 05월 12일,1455,1141
춘천,2020년 05월 13일,1456,1036
춘천,2020년 05월 14일,1574,1183
춘천,2020년 05월 15일,1488,1397
춘천,2020년 05월 16일,1696,1374
춘천,2020년 05월 17일,1885,1495
춘천,2020년 05월 18일,1256,1171
춘천,2020년 05월 19일,1175,1014
춘천,2020년 05월 20일,1454,1074
춘천,2020년 05월 21일,1647,1210
춘천,2020년 05월 22일,1823,1587
춘천,2020년 05월 23일,2552,1777
춘천,2020년 05월 24일,1662,1545
춘천,2020년 05월 25일,1550,1225
춘천,2020년 05월 26일,1476,1186
춘천,2020년 05월 27일,1573,1131
춘천,2020년 05월 28일,1621,1180
춘천,2020년 05월 29일,1948,1591
춘천,2020년 05월 30일,2407,1749
춘천,2020년 05월 31일,2134,1748
남춘천,2020년 06월 01일,2588,1643
남춘천,2020년 06월 02일,2812,1432
남춘천,2020년 06월 03일,2583,1510
남춘천,2020년 06월 04일,2474,1584
남춘천,2020년 06월 05일,3069,2170
남춘천,2020년 06월 06일,2968,2094
남춘천,2020년 06월 07일,3108,2574
남춘천,2020년 06월 08일,2373,1693
남춘천,2020년 06월 09일,2437,1476
남춘천,2020년 06월 10일,2536,1514
남춘천,2020년 06월 11일,2366,1474
남춘천,2020년 06월 12일,3405,2089
남춘천,2020년 06월 13일,2894,2177
남춘천,2020년 06월 14일,2336,2357
남춘천,2020년 06월 15일,2598,1775
남춘천,2020년 06월 16일,2526,1538
남춘천,2020년 06월 17일,3120,1518
남춘천,2020년 06월 18일,2479,1614
남춘천,2020년 06월 19일,2973,2103
남춘천,2020년 06월 20일,3027,2254
남춘천,2020년 06월 21일,2509,2484
남춘천,2020년 06월 22일,3360,1855
남춘천,2020년 06월 23일,2872,1758
남춘천,2020년 06월 24일,2604,1644
남춘천,2020년 06월 25일,2816,1908
남춘천,2020년 06월 26일,3313,2337
남춘천,2020년 06월 27일,3867,2499
남춘천,2020년 06월 28일,2639,2689
남춘천,2020년 06월 29일,2808,2001
남춘천,2020년 06월 30일,2494,1721
춘천,2020년 06월 01일,1544,1124
춘천,2020년 06월 02일,1339,1014
춘천,2020년 06월 03일,1430,969
춘천,2020년 06월 04일,1461,1017
춘천,2020년 06월 05일,1786,1568
춘천,2020년 06월 06일,2599,1730
춘천,2020년 06월 07일,2100,1837
춘천,2020년 06월 08일,1464,1125
춘천,2020년 06월 09일,1495,1064
춘천,2020년 06월 10일,1449,1054
춘천,2020년 06월 11일,1307,1088
춘천,2020년 06월 12일,1814,1451
춘천,2020년 06월 13일,2131,1525
춘천,2020년 06월 14일,1907,1690
춘천,2020년 06월 15일,1488,1173
춘천,2020년 06월 16일,1592,1004
춘천,2020년 06월 17일,1427,1047
춘천,2020년 06월 18일,1768,1135
춘천,2020년 06월 19일,1871,1474
춘천,2020년 06월 20일,2242,1715
춘천,2020년 06월 21일,1976,1698
춘천,2020년 06월 22일,1861,1327
춘천,2020년 06월 23일,1809,1200
춘천,2020년 06월 24일,1577,1074
춘천,2020년 06월 25일,1523,1097
춘천,2020년 06월 26일,1801,1514
춘천,2020년 06월 27일,2286,1767
춘천,2020년 06월 28일,2262,1929
춘천,2020년 06월 29일,1548,1243
춘천,2020년 06월 30일,1407,1045
남춘천,2020년 07월 01일,2784,1703
남춘천,2020년 07월 02일,3351,1781
남춘천,2020년 07월 03일,3403,2311
남춘천,2020년 07월 04일,3238,2482
남춘천,2020년 07월 05일,2674,2710
남춘천,2020년 07월 06일,2938,1861
남춘천,2020년 07월 07일,3306,1722
남춘천,2020년 07월 08일,2754,1697
남춘천,2020년 07월 09일,2888,1770
남춘천,2020년 07월 10일,3147,2267
남춘천,2020년 07월 11일,3151,2650
남춘천,2020년 07월 12일,3623,2917
남춘천,2020년 07월 13일,2623,1893
남춘천,2020년 07월 14일,2574,1670
남춘천,2020년 07월 15일,2970,1781
남춘천,2020년 07월 16일,2820,1725
남춘천,2020년 07월 17일,4078,2340
남춘천,2020년 07월 18일,3206,2688
남춘천,2020년 07월 19일,2444,2767
남춘천,2020년 07월 20일,2758,1880
남춘천,2020년 07월 21일,2858,1718
남춘천,2020년 07월 22일,3320,1784
남춘천,2020년 07월 23일,2549,1718
남춘천,2020년 07월 24일,3043,2272
남춘천,2020년 07월 25일,3173,2626
남춘천,2020년 07월 26일,2743,2848
남춘천,2020년 07월 27일,3410,1988
남춘천,2020년 07월 28일,2680,1760
남춘천,2020년 07월 29일,2697,1799
남춘천,2020년 07월 30일,2837,1843
남춘천,2020년 07월 31일,3445,2242
춘천,2020년 07월 01일,1546,1093
춘천,2020년 07월 02일,1632,1121
춘천,2020년 07월 03일,1830,1574
춘천,2020년 07월 04일,2255,1913
춘천,2020년 07월 05일,1967,1933
춘천,2020년 07월 06일,1572,1254
춘천,2020년 07월 07일,1491,1216
춘천,2020년 07월 08일,1593,1151
춘천,2020년 07월 09일,1598,1201
춘천,2020년 07월 10일,1676,1564
춘천,2020년 07월 11일,2187,1923
춘천,2020년 07월 12일,2223,2027
춘천,2020년 07월 13일,1400,1130
춘천,2020년 07월 14일,1471,1158
춘천,2020년 07월 15일,1605,1241
춘천,2020년 07월 16일,1643,1305
춘천,2020년 07월 17일,1985,1678
춘천,2020년 07월 18일,2526,2160
춘천,2020년 07월 19일,1465,1714
춘천,2020년 07월 20일,1429,1212
춘천,2020년 07월 21일,1605,1216
춘천,2020년 07월 22일,1534,1180
춘천,2020년 07월 23일,1298,1200
춘천,2020년 07월 24일,1720,1524
춘천,2020년 07월 25일,2129,1876
춘천,2020년 07월 26일,2258,2173
춘천,2020년 07월 27일,1548,1261
춘천,2020년 07월 28일,1713,1204
춘천,2020년 07월 29일,1459,1152
춘천,2020년 07월 30일,1685,1298
춘천,2020년 07월 31일,2350,1689
남춘천,2020년 08월 01일,3046,2552
남춘천,2020년 08월 02일,2956,2767
남춘천,2020년 08월 03일,2437,1914
남춘천,2020년 08월 04일,2373,1878
남춘천,2020년 08월 05일,2359,1834
남춘천,2020년 08월 06일,2446,1764
남춘천,2020년 08월 07일,3712,2393
남춘천,2020년 08월 08일,3012,2641
남춘천,2020년 08월 09일,2094,2702
남춘천,2020년 08월 10일,2793,2073
남춘천,2020년 08월 11일,2431,1745
남춘천,2020년 08월 12일,3433,1869
남춘천,2020년 08월 13일,2814,1949
남춘천,2020년 08월 14일,3206,2378
남춘천,2020년 08월 15일,2681,2270
남춘천,2020년 08월 16일,2618,2457
남춘천,2020년 08월 17일,3420,2214
남춘천,2020년 08월 18일,2594,1865
남춘천,2020년 08월 19일,2407,1467
남춘천,2020년 08월 20일,2412,1511
남춘천,2020년 08월 21일,2641,1653
남춘천,2020년 08월 22일,2400,1589
남춘천,2020년 08월 23일,1861,1687
남춘천,2020년 08월 24일,2231,1443
남춘천,2020년 08월 25일,1998,1231
남춘천,2020년 08월 26일,1870,1180
남춘천,2020년 08월 27일,1841,1088
남춘천,2020년 08월 28일,2198,1479
남춘천,2020년 08월 29일,1785,1259
남춘천,2020년 08월 30일,1482,1403
남춘천,2020년 08월 31일,1952,1304
춘천,2020년 08월 01일,1938,1830
춘천,2020년 08월 02일,1696,1944
춘천,2020년 08월 03일,1306,1290
춘천,2020년 08월 04일,1393,1201
춘천,2020년 08월 05일,1341,1161
춘천,2020년 08월 06일,1554,1136
춘천,2020년 08월 07일,2170,1553
춘천,2020년 08월 08일,1947,1657
춘천,2020년 08월 09일,1253,1529
춘천,2020년 08월 10일,1510,1322
춘천,2020년 08월 11일,1381,1220
춘천,2020년 08월 12일,1776,1284
춘천,2020년 08월 13일,1647,1355
춘천,2020년 08월 14일,1666,1687
춘천,2020년 08월 15일,1630,1654
춘천,2020년 08월 16일,1901,1898
춘천,2020년 08월 17일,2113,1663
춘천,2020년 08월 18일,1531,1200
춘천,2020년 08월 19일,1460,1111
춘천,2020년 08월 20일,1329,980
춘천,2020년 08월 21일,1312,1118
춘천,2020년 08월 22일,1268,929
춘천,2020년 08월 23일,1335,1105
춘천,2020년 08월 24일,1154,906
춘천,2020년 08월 25일,1098,832
춘천,2020년 08월 26일,997,756
춘천,2020년 08월 27일,861,707
춘천,2020년 08월 28일,1183,918
춘천,2020년 08월 29일,1089,635
춘천,2020년 08월 30일,1074,784
춘천,2020년 08월 31일,1156,823
남춘천,2020년 09월 01일,1914,1051
남춘천,2020년 09월 02일,1908,1085
남춘천,2020년 09월 03일,1577,1074
남춘천,2020년 09월 04일,2380,1497
남춘천,2020년 09월 05일,2068,1352
남춘천,2020년 09월 06일,1727,1608
남춘천,2020년 09월 07일,1765,1264
남춘천,2020년 09월 08일,1874,1234
남춘천,2020년 09월 09일,1956,1223
남춘천,2020년 09월 10일,2067,1194
남춘천,2020년 09월 11일,2590,1759
남춘천,2020년 09월 12일,2472,1508
남춘천,2020년 09월 13일,2132,2067
남춘천,2020년 09월 14일,2191,1506
남춘천,2020년 09월 15일,2103,1304
남춘천,2020년 09월 16일,2052,1341
남춘천,2020년 09월 17일,2777,1413
남춘천,2020년 09월 18일,2679,1897
남춘천,2020년 09월 19일,2636,2213
남춘천,2020년 09월 20일,2258,2250
남춘천,2020년 09월 21일,2517,1633
남춘천,2020년 09월 22일,2937,1483
남춘천,2020년 09월 23일,2341,1452
남춘천,2020년 09월 24일,2261,1516
남춘천,2020년 09월 25일,2693,2033
남춘천,2020년 09월 26일,2520,2080
남춘천,2020년 09월 27일,2904,2127
남춘천,2020년 09월 28일,2505,1765
남춘천,2020년 09월 29일,3481,1615
남춘천,2020년 09월 30일,2484,1517
춘천,2020년 09월 01일,1072,721
춘천,2020년 09월 02일,992,697
춘천,2020년 09월 03일,854,654
춘천,2020년 09월 04일,1462,1089
춘천,2020년 09월 05일,1437,922
춘천,2020년 09월 06일,1211,1103
춘천,2020년 09월 07일,850,757
춘천,2020년 09월 08일,1140,732
춘천,2020년 09월 09일,1165,785
춘천,2020년 09월 10일,1325,871
춘천,2020년 09월 11일,1611,1184
춘천,2020년 09월 12일,1257,914
춘천,2020년 09월 13일,1663,1407
춘천,2020년 09월 14일,1319,1019
춘천,2020년 09월 15일,1297,862
춘천,2020년 09월 16일,1118,868
춘천,2020년 09월 17일,1315,1000
춘천,2020년 09월 18일,1812,1370
춘천,2020년 09월 19일,1963,1459
춘천,2020년 09월 20일,1818,1494
춘천,2020년 09월 21일,1441,1116
춘천,2020년 09월 22일,1434,961
춘천,2020년 09월 23일,1443,1035
춘천,2020년 09월 24일,1401,1039
춘천,2020년 09월 25일,1713,1378
춘천,2020년 09월 26일,1728,1454
춘천,2020년 09월 27일,1506,1384
춘천,2020년 09월 28일,1393,1065
춘천,2020년 09월 29일,1998,1015
춘천,2020년 09월 30일,1560,887
남춘천,2020년 10월 01일,1936,1541
남춘천,2020년 10월 02일,2598,1713
남춘천,2020년 10월 03일,2726,1798
남춘천,2020년 10월 04일,2572,2041
남춘천,2020년 10월 05일,2347,1724
남춘천,2020년 10월 06일,2385,1534
남춘천,2020년 10월 07일,3232,1607
남춘천,2020년 10월 08일,2785,2037
남춘천,2020년 10월 09일,2924,2189
남춘천,2020년 10월 10일,2868,2372
남춘천,2020년 10월 11일,2401,2309
남춘천,2020년 10월 12일,3389,1815
남춘천,2020년 10월 13일,2594,1608
남춘천,2020년 10월 14일,2624,1606
남춘천,2020년 10월 15일,2640,1743
남춘천,2020년 10월 16일,3108,2206
남춘천,2020년 10월 17일,4187,2787
남춘천,2020년 10월 18일,2694,2890
남춘천,2020년 10월 19일,2604,1853
남춘천,2020년 10월 20일,2775,1768
남춘천,2020년 10월 21일,2828,1807
남춘천,2020년 10월 22일,3577,1950
남춘천,2020년 10월 23일,3443,2467
남춘천,2020년 10월 24일,3375,2966
남춘천,2020년 10월 25일,2806,2881
남춘천,2020년 10월 26일,3047,2123
남춘천,2020년 10월 27일,3770,1875
남춘천,2020년 10월 28일,2974,1920
남춘천,2020년 10월 29일,3222,2030
남춘천,2020년 10월 30일,3831,2618
남춘천,2020년 10월 31일,3703,3115
춘천,2020년 10월 01일,1790,1095
춘천,2020년 10월 02일,2340,1323
춘천,2020년 10월 03일,2892,1373
