역명,날짜,광역_수송실적인원,ITX-청춘_수송실적인원
남춘천,2022년 09월 04일,3617,3062
남춘천,2022년 09월 05일,3270,2181
남춘천,2022년 09월 06일,3031,1885
남춘천,2022년 09월 07일,4326,2413
남춘천,2022년 09월 08일,7046,3435
남춘천,2022년 09월 09일,4694,3107
남춘천,2022년 09월 10일,3482,3428
남춘천,2022년 09월 11일,4296,4058
남춘천,2022년 09월 12일,5435,4368
남춘천,2022년 09월 13일,3991,2558
남춘천,2022년 09월 14일,3720,2337
남춘천,2022년 09월 15일,4453,2608
남춘천,2022년 09월 16일,5732,3114
남춘천,2022년 09월 17일,6674,3898
남춘천,2022년 09월 18일,4352,3215
남춘천,2022년 09월 19일,4018,2447
남춘천,2022년 09월 20일,3938,2259
남춘천,2022년 09월 21일,4146,2434
남춘천,2022년 09월 22일,5452,2693
남춘천,2022년 09월 23일,6153,3311
남춘천,2022년 09월 24일,6044,3907
남춘천,2022년 09월 25일,4613,3402
남춘천,2022년 09월 26일,4352,2565
남춘천,2022년 09월 27일,5164,2334
남춘천,2022년 09월 28일,4121,2328
남춘천,2022년 09월 29일,4716,2721
남춘천,2022년 09월 30일,6056,3264
춘천,2022년 09월 01일,3156,1739
춘천,2022년 09월 02일,3213,1991
춘천,2022년 09월 03일,3402,2431
춘천,2022년 09월 04일,2150,2024
춘천,2022년 09월 05일,2001,1186
춘천,2022년 09월 06일,2065,1091
춘천,2022년 09월 07일,2448,1446
춘천,2022년 09월 08일,4477,2112
춘천,2022년 09월 09일,3060,1854
춘천,2022년 09월 10일,3116,2680
춘천,2022년 09월 11일,3677,3058
춘천,2022년 09월 12일,4088,2847
춘천,2022년 09월 13일,2814,1775
춘천,2022년 09월 14일,2480,1468
춘천,2022년 09월 15일,2979,1668
춘천,2022년 09월 16일,3138,2015
춘천,2022년 09월 17일,3285,2535
춘천,2022년 09월 18일,3094,2456
춘천,2022년 09월 19일,2687,1648
춘천,2022년 09월 20일,2778,1538
춘천,2022년 09월 21일,2675,1554
춘천,2022년 09월 22일,3044,1811
춘천,2022년 09월 23일,3547,2180
춘천,2022년 09월 24일,3997,2801
춘천,2022년 09월 25일,3376,2669
춘천,2022년 09월 26일,2726,1633
춘천,2022년 09월 27일,2911,1538
춘천,2022년 09월 28일,2680,1543
춘천,2022년 09월 29일,3085,1808
춘천,2022년 09월 30일,3550,2152
남춘천,2022년 10월 01일,6427,3725
남춘천,2022년 10월 02일,5974,3207
남춘천,2022년 10월 03일,4331,3397
남춘천,2022년 10월 04일,3839,2331
남춘천,2022년 10월 05일,3855,2383
남춘천,2022년 10월 06일,4529,2633
남춘천,2022년 10월 07일,6722,3297
남춘천,2022년 10월 08일,6472,4216
남춘천,2022년 10월 09일,4232,3267
남춘천,2022년 10월 10일,4288,3450
남춘천,2022년 10월 11일,4159,2456
남춘천,2022년 10월 12일,4672,2280
남춘천,2022년 10월 13일,4755,2653
남춘천,2022년 10월 14일,5194,3028
남춘천,2022년 10월 15일,5961,3733
남춘천,2022년 10월 16일,4672,3559
남춘천,2022년 10월 17일,5113,2481
춘천,2022년 10월 01일,4524,2792
춘천,2022년 10월 02일,3571,2839
춘천,2022년 10월 03일,2436,2550
춘천,2022년 10월 04일,2567,1607
춘천,2022년 10월 05일,2438,1452
춘천,2022년 10월 06일,3141,1848
춘천,2022년 10월 07일,3188,2093
춘천,2022년 10월 08일,4892,2925
춘천,2022년 10월 09일,2921,2859
춘천,2022년 10월 10일,3230,2656
춘천,2022년 10월 11일,3022,1835
춘천,2022년 10월 12일,2673,1541
춘천,2022년 10월 13일,3240,1758
춘천,2022년 10월 14일,3028,2096
춘천,2022년 10월 15일,4087,2592
춘천,2022년 10월 16일,3443,2823
춘천,2022년 10월 17일,2800,1684
