모바일서비스번호,관리번호,정류장명,위도,경도,데이터기준일
2809,250027094,춘천자원,37.827930,127.764010,2021-09-15
2810,250027095,춘천자원,37.828250,127.764060,2021-09-15
2811,250027097,제일시장,37.877230,127.725560,2021-09-15
2812,250027098,중앙초교앞,37.878090,127.724410,2021-09-15
2813,250027101,성문1길,37.957910,127.727220,2021-09-15
2814,250027102,성문1길,37.957880,127.727170,2021-09-15
2815,250027105,양지노인마을,37.960860,127.734920,2021-09-15
2816,250027106,양지노인마을,37.960900,127.734930,2021-09-15
2817,250027109,팔미리용수교,37.817290,127.683550,2021-09-15
2818,250027110,팔미리용수교,37.817310,127.683600,2021-09-15
2819,250027111,퇴계공단길,37.845470,127.735280,2021-09-15
2820,250027112,퇴계농공로,37.844960,127.741800,2021-09-15
2821,250027113,증4리마을회관,37.797770,127.714750,2021-09-15
2822,250027114,증4리마을회관,37.797740,127.714850,2021-09-15
2823,250027115,혈동1리,37.768820,127.706830,2021-09-15
2824,250027116,산수1리,37.709250,127.675480,2021-09-15
2825,250027117,합동교,37.899950,127.788300,2021-09-15
2826,250027118,서상1리1반,37.954170,127.688070,2021-09-15
2827,250027120,추곡3거리,37.744990,127.650960,2021-09-15
2828,250027121,안보2리1반,37.846280,127.572280,2021-09-15
2829,250027122,안보2리1반,37.846240,127.572150,2021-09-15
2830,250027123,안보2리3반,37.853330,127.578960,2021-09-15
2831,250027124,안보2리3반,37.853310,127.578880,2021-09-15
2832,250027125,무림정사입구,37.864250,127.582820,2021-09-15
2833,250027126,무림정사입구,37.864210,127.582740,2021-09-15
2834,250027127,암스트롱요양병원,37.865920,127.583470,2021-09-15
2835,250027128,암스트롱요양병원,37.865990,127.583480,2021-09-15
2836,250027129,인형극장앞,37.921050,127.721060,2021-09-15
2837,250027130,사랑말삼거리,37.931050,127.741350,2021-09-15
2838,250027131,율문4리경로당,37.932770,127.743460,2021-09-15
2839,250027134,군자리,37.788290,127.735250,2021-09-15
2840,250027135,장본교앞사거리,37.953980,127.769240,2021-09-15
2841,250027136,장본교앞사거리,37.953960,127.769130,2021-09-15
2842,250027137,안마산로입구,37.859030,127.717540,2021-09-15
2843,250027139,약사천,37.873950,127.727440,2021-09-15
2844,250027140,산촌생태마을,37.880120,127.636200,2021-09-15
2845,250027141,용산3리3반,37.947660,127.706540,2021-09-15
2846,250027142,용산3리3반,37.947800,127.706390,2021-09-15
2847,250027143,역골교삼거리,37.950230,127.712940,2021-09-15
2848,250027144,역골교삼거리,37.950290,127.712920,2021-09-15
2849,250027146,팔미1리1반,37.829470,127.711530,2021-09-15
2850,250027147,팔미1리1반,37.829610,127.711550,2021-09-15
2851,250027148,서상2리1반,37.938480,127.683210,2021-09-15
2852,250027149,서상2리1반,37.938530,127.683150,2021-09-15
2853,250027150,홈플러스,37.849800,127.733430,2021-09-15
